sale_id,sale_date,channel,store_code,sku,product_line,garment,gender,quantity,unit_price,discount_pct,revenue
SL-000560,2025-10-02,store,ST-MIA,ZCRSY-AS-XL-T0,ZavaCore Field Pro,Shorts,Youth,2,33.67,0,67.34
SL-000561,2025-10-02,store,ST-MIA,ZCCPW-AP-XL-CS,ZavaCore Field Core,Pants,Womens,3,43.31,0.2,103.94
SL-000562,2025-10-02,store,ST-MIA,ZCRPY-AP-S-B0,ZavaCore Field Pro,Pants,Youth,2,52.13,0.1,93.83
SL-000563,2025-10-02,store,ST-CHI,ZCCSY-AS-XL-CS,ZavaCore Field Core,Shorts,Youth,5,24.87,0.2,99.48
SL-000564,2025-10-03,online,,ZCPTW-SS-M-B0,ZavaCore Field Premium,Top,Womens,3,59.04,0,177.12
SL-000565,2025-10-03,online,,ZCRPY-AP-M-RR,ZavaCore Field Pro,Pants,Youth,2,50.72,0.1,91.3
SL-000566,2025-10-03,online,,ZCEPW-AP-XL-CS,ZavaCore Field Elite,Pants,Womens,3,104.29,0.1,281.58
SL-000567,2025-10-03,store,ST-MIA,ZCCSW-AS-L-T0,ZavaCore Field Core,Shorts,Womens,1,31.56,0,31.56
SL-000568,2025-10-03,store,ST-AUS,ZCEPY-AP-M-RR,ZavaCore Field Elite,Pants,Youth,4,87.74,0,350.96
SL-000569,2025-10-03,online,,ZCCSM-AS-M-T0,ZavaCore Field Core,Shorts,Mens,3,32.27,0,96.81
SL-000570,2025-10-03,online,,ZCCSM-AS-M-RR,ZavaCore Field Core,Shorts,Mens,4,29.51,0,118.04
SL-000571,2025-10-03,store,ST-MIA,ZCCTM-SS-XL-CS,ZavaCore Field Core,Top,Mens,1,37.71,0,37.71
SL-000572,2025-10-03,online,,ZCRPW-AP-S-B0,ZavaCore Field Pro,Pants,Womens,5,57.61,0,288.05
SL-000573,2025-10-03,online,,ZCPTY-LS-M-RR,ZavaCore Field Premium,Top,Youth,5,52.84,0.1,237.78
SL-000574,2025-10-03,store,ST-AUS,ZCEPW-AP-S-T0,ZavaCore Field Elite,Pants,Womens,4,99.98,0,399.92
SL-000575,2025-10-03,online,,ZCCPW-AP-XL-B0,ZavaCore Field Core,Pants,Womens,5,43.34,0,216.7
SL-000576,2025-10-03,online,,ZCETM-SS-S-B0,ZavaCore Field Elite,Top,Mens,3,81.57,0.1,220.24
SL-000577,2025-10-03,online,,ZCRPY-AP-L-CS,ZavaCore Field Pro,Pants,Youth,2,53.34,0.2,85.34
SL-000578,2025-10-04,store,ST-AUS,ZCRPM-AP-M-B0,ZavaCore Field Pro,Pants,Mens,1,61.35,0,61.35
SL-000579,2025-10-04,online,,ZCPSW-AS-XL-CS,ZavaCore Field Premium,Shorts,Womens,2,49.71,0,99.42
SL-000580,2025-10-04,online,,ZCPTW-LS-L-RR,ZavaCore Field Premium,Top,Womens,1,61.4,0,61.4
SL-000581,2025-10-04,online,,ZCRTW-LS-S-RR,ZavaCore Field Pro,Top,Womens,5,43.4,0.1,195.3
SL-000582,2025-10-04,store,ST-AUS,ZCRPW-AP-M-RR,ZavaCore Field Pro,Pants,Womens,1,59.5,0,59.5
SL-000583,2025-10-04,online,,ZCETM-SS-L-B0,ZavaCore Field Elite,Top,Mens,1,77.87,0,77.87
SL-000584,2025-10-04,online,,ZCPTM-SS-XL-B0,ZavaCore Field Premium,Top,Mens,2,60.49,0,120.98
SL-000585,2025-10-04,online,,ZCPTW-LS-S-RR,ZavaCore Field Premium,Top,Womens,1,57.23,0,57.23
SL-000586,2025-10-04,online,,ZCCPW-AP-L-T0,ZavaCore Field Core,Pants,Womens,3,46.67,0,140.01
SL-000587,2025-10-04,online,,ZCCTY-LS-L-RR,ZavaCore Field Core,Top,Youth,3,31.48,0.1,85.0
SL-000588,2025-10-04,online,,ZCPTM-LS-M-T0,ZavaCore Field Premium,Top,Mens,3,63.01,0.2,151.22
SL-000589,2025-10-04,online,,ZCCSM-AS-L-B0,ZavaCore Field Core,Shorts,Mens,4,32.17,0,128.68
SL-000590,2025-10-04,online,,ZCPTM-LS-M-RR,ZavaCore Field Premium,Top,Mens,2,60.3,0,120.6
SL-000591,2025-10-04,online,,ZCCSM-AS-M-CS,ZavaCore Field Core,Shorts,Mens,2,30.21,0,60.42
SL-000592,2025-10-04,online,,ZCCTY-SS-M-B0,ZavaCore Field Core,Top,Youth,3,30.87,0,92.61
SL-000593,2025-10-04,online,,ZCCTM-LS-M-RR,ZavaCore Field Core,Top,Mens,5,36.67,0.1,165.02
SL-000594,2025-10-05,store,ST-MIA,ZCEPM-AP-XL-T0,ZavaCore Field Elite,Pants,Mens,5,99.41,0.1,447.34
SL-000595,2025-10-05,online,,ZCPPW-AP-XL-CS,ZavaCore Field Premium,Pants,Womens,2,81.26,0,162.52
SL-000596,2025-10-05,online,,ZCRPW-AP-XL-RR,ZavaCore Field Pro,Pants,Womens,3,62.05,0,186.15
SL-000597,2025-10-05,online,,ZCRPY-AP-L-T0,ZavaCore Field Pro,Pants,Youth,4,51.8,0,207.2
SL-000598,2025-10-05,online,,ZCRSY-AS-XL-CS,ZavaCore Field Pro,Shorts,Youth,1,32.64,0.1,29.38
SL-000599,2025-10-05,store,ST-MIA,ZCPSM-AS-S-T0,ZavaCore Field Premium,Shorts,Mens,3,50.86,0,152.58
SL-000600,2025-10-05,online,,ZCCPW-AP-S-T0,ZavaCore Field Core,Pants,Womens,1,48.37,0,48.37
SL-000601,2025-10-05,online,,ZCPSW-AS-S-T0,ZavaCore Field Premium,Shorts,Womens,3,54.13,0,162.39
SL-000602,2025-10-05,online,,ZCETW-SS-L-B0,ZavaCore Field Elite,Top,Womens,2,76.6,0,153.2
SL-000603,2025-10-05,online,,ZCETY-LS-L-RR,ZavaCore Field Elite,Top,Youth,1,63.71,0,63.71
SL-000604,2025-10-05,online,,ZCPTW-SS-L-CS,ZavaCore Field Premium,Top,Womens,2,60.55,0,121.1
SL-000605,2025-10-05,online,,ZCCPM-AP-XL-RR,ZavaCore Field Core,Pants,Mens,5,47.41,0.2,189.64
SL-000606,2025-10-05,store,ST-CHI,ZCCPW-AP-S-B0,ZavaCore Field Core,Pants,Womens,2,44.1,0.2,70.56
SL-000607,2025-10-05,store,ST-CHI,ZCRSM-AS-XL-B0,ZavaCore Field Pro,Shorts,Mens,2,41.17,0,82.34
SL-000608,2025-10-05,online,,ZCEPW-AP-S-RR,ZavaCore Field Elite,Pants,Womens,2,103.85,0,207.7
SL-000609,2025-10-05,online,,ZCETY-LS-L-RR,ZavaCore Field Elite,Top,Youth,1,63.71,0.2,50.97
SL-000610,2025-10-05,online,,ZCCSW-AS-S-RR,ZavaCore Field Core,Shorts,Womens,1,29.1,0.1,26.19
SL-000611,2025-10-05,store,ST-AUS,ZCRSY-AS-L-B0,ZavaCore Field Pro,Shorts,Youth,5,32.56,0.1,146.52
SL-000612,2025-10-05,online,,ZCRPM-AP-L-RR,ZavaCore Field Pro,Pants,Mens,2,61.93,0,123.86
SL-000613,2025-10-05,store,ST-CHI,ZCCSW-AS-S-B0,ZavaCore Field Core,Shorts,Womens,4,28.67,0,114.68
SL-000614,2025-10-06,online,,ZCPTM-LS-L-RR,ZavaCore Field Premium,Top,Mens,5,58.49,0.1,263.2
SL-000615,2025-10-06,online,,ZCCPM-AP-M-B0,ZavaCore Field Core,Pants,Mens,4,47.98,0.2,153.54
SL-000616,2025-10-06,store,ST-AUS,ZCPTW-SS-M-CS,ZavaCore Field Premium,Top,Womens,4,61.63,0,246.52
SL-000617,2025-10-06,store,ST-MIA,ZCPSW-AS-S-CS,ZavaCore Field Premium,Shorts,Womens,1,52.0,0,52.0
SL-000618,2025-10-06,online,,ZCESW-AS-L-T0,ZavaCore Field Elite,Shorts,Womens,3,67.41,0,202.23
SL-000619,2025-10-06,online,,ZCCPW-AP-S-CS,ZavaCore Field Core,Pants,Womens,4,47.89,0.2,153.25
SL-000620,2025-10-06,online,,ZCCTM-SS-S-B0,ZavaCore Field Core,Top,Mens,2,33.79,0,67.58
SL-000621,2025-10-06,store,ST-CHI,ZCPPM-AP-M-T0,ZavaCore Field Premium,Pants,Mens,3,74.01,0,222.03
SL-000622,2025-10-06,online,,ZCRPW-AP-M-B0,ZavaCore Field Pro,Pants,Womens,1,58.14,0,58.14
SL-000623,2025-10-06,store,ST-CHI,ZCRPW-AP-XL-T0,ZavaCore Field Pro,Pants,Womens,2,58.15,0,116.3
SL-000624,2025-10-06,online,,ZCPSM-AS-M-B0,ZavaCore Field Premium,Shorts,Mens,3,49.06,0.1,132.46
SL-000625,2025-10-06,online,,ZCEPM-AP-S-RR,ZavaCore Field Elite,Pants,Mens,4,105.04,0.2,336.13
SL-000626,2025-10-06,online,,ZCRSY-AS-S-CS,ZavaCore Field Pro,Shorts,Youth,2,34.12,0,68.24
SL-000627,2025-10-06,store,ST-AUS,ZCESW-AS-S-B0,ZavaCore Field Elite,Shorts,Womens,3,66.22,0,198.66
SL-000628,2025-10-06,store,ST-MIA,ZCPPM-AP-M-RR,ZavaCore Field Premium,Pants,Mens,5,74.2,0,371.0
SL-000629,2025-10-07,online,,ZCPTM-SS-S-B0,ZavaCore Field Premium,Top,Mens,2,56.87,0,113.74
SL-000630,2025-10-07,store,ST-AUS,ZCRPY-AP-S-T0,ZavaCore Field Pro,Pants,Youth,4,52.35,0.2,167.52
SL-000631,2025-10-07,store,ST-CHI,ZCEPW-AP-XL-CS,ZavaCore Field Elite,Pants,Womens,4,104.29,0,417.16
SL-000632,2025-10-07,online,,ZCPPY-AP-XL-RR,ZavaCore Field Premium,Pants,Youth,1,66.42,0,66.42
SL-000633,2025-10-07,online,,ZCPPM-AP-M-CS,ZavaCore Field Premium,Pants,Mens,3,77.43,0.2,185.83
SL-000634,2025-10-07,online,,ZCETW-LS-XL-RR,ZavaCore Field Elite,Top,Womens,5,74.91,0.2,299.64
SL-000635,2025-10-07,online,,ZCRTM-SS-S-B0,ZavaCore Field Pro,Top,Mens,1,46.74,0,46.74
SL-000636,2025-10-07,store,ST-CHI,ZCCPY-AP-L-B0,ZavaCore Field Core,Pants,Youth,2,36.62,0.1,65.92
SL-000637,2025-10-07,online,,ZCCSM-AS-S-B0,ZavaCore Field Core,Shorts,Mens,2,30.49,0,60.98
SL-000638,2025-10-07,online,,ZCRPY-AP-L-T0,ZavaCore Field Pro,Pants,Youth,1,51.8,0,51.8
SL-000639,2025-10-07,online,,ZCRPY-AP-S-CS,ZavaCore Field Pro,Pants,Youth,2,51.51,0,103.02
SL-000640,2025-10-08,online,,ZCCSW-AS-XL-T0,ZavaCore Field Core,Shorts,Womens,3,29.97,0,89.91
SL-000641,2025-10-08,online,,ZCRTY-SS-L-B0,ZavaCore Field Pro,Top,Youth,4,41.52,0,166.08
SL-000642,2025-10-08,online,,ZCCPM-AP-S-T0,ZavaCore Field Core,Pants,Mens,4,44.03,0.1,158.51
SL-000643,2025-10-08,store,ST-MIA,ZCPTM-LS-XL-RR,ZavaCore Field Premium,Top,Mens,2,56.94,0,113.88
SL-000644,2025-10-08,online,,ZCPPY-AP-M-CS,ZavaCore Field Premium,Pants,Youth,4,68.58,0,274.32
SL-000645,2025-10-08,online,,ZCEPY-AP-XL-T0,ZavaCore Field Elite,Pants,Youth,1,86.26,0.1,77.63
SL-000646,2025-10-08,online,,ZCPTM-LS-L-RR,ZavaCore Field Premium,Top,Mens,2,58.49,0,116.98
SL-000647,2025-10-09,online,,ZCPPW-AP-M-CS,ZavaCore Field Premium,Pants,Womens,5,77.04,0,385.2
SL-000648,2025-10-09,online,,ZCESW-AS-L-T0,ZavaCore Field Elite,Shorts,Womens,5,67.41,0,337.05
SL-000649,2025-10-09,store,ST-CHI,ZCRTM-SS-L-CS,ZavaCore Field Pro,Top,Mens,5,44.98,0.2,179.92
SL-000650,2025-10-09,store,ST-AUS,ZCCPY-AP-XL-T0,ZavaCore Field Core,Pants,Youth,2,37.91,0.1,68.24
SL-000651,2025-10-09,online,,ZCRTW-LS-S-RR,ZavaCore Field Pro,Top,Womens,5,43.4,0,217.0
SL-000652,2025-10-09,online,,ZCCSW-AS-L-T0,ZavaCore Field Core,Shorts,Womens,1,31.56,0,31.56
SL-000653,2025-10-09,online,,ZCPSM-AS-M-T0,ZavaCore Field Premium,Shorts,Mens,1,48.72,0,48.72
SL-000654,2025-10-09,online,,ZCPSM-AS-S-CS,ZavaCore Field Premium,Shorts,Mens,2,54.5,0,109.0
SL-000655,2025-10-09,online,,ZCETY-LS-L-RR,ZavaCore Field Elite,Top,Youth,1,63.71,0,63.71
SL-000656,2025-10-09,online,,ZCETY-LS-L-RR,ZavaCore Field Elite,Top,Youth,1,63.71,0.1,57.34
SL-000657,2025-10-10,online,,ZCPSY-AS-XL-B0,ZavaCore Field Premium,Shorts,Youth,4,43.78,0,175.12
SL-000658,2025-10-10,online,,ZCPTW-LS-XL-T0,ZavaCore Field Premium,Top,Womens,3,62.65,0.1,169.16
SL-000659,2025-10-10,store,ST-CHI,ZCPPW-AP-L-B0,ZavaCore Field Premium,Pants,Womens,2,72.84,0.1,131.11
SL-000660,2025-10-10,online,,ZCRTM-LS-XL-T0,ZavaCore Field Pro,Top,Mens,2,43.92,0,87.84
SL-000661,2025-10-10,online,,ZCPSM-AS-L-CS,ZavaCore Field Premium,Shorts,Mens,5,52.34,0,261.7
SL-000662,2025-10-10,online,,ZCCTY-SS-XL-B0,ZavaCore Field Core,Top,Youth,3,31.98,0,95.94
SL-000663,2025-10-10,online,,ZCRTY-LS-S-T0,ZavaCore Field Pro,Top,Youth,3,39.9,0,119.7
SL-000664,2025-10-10,online,,ZCPPY-AP-L-RR,ZavaCore Field Premium,Pants,Youth,2,62.49,0,124.98
SL-000665,2025-10-10,online,,ZCRPM-AP-S-B0,ZavaCore Field Pro,Pants,Mens,1,58.03,0.1,52.23
SL-000666,2025-10-10,online,,ZCPSM-AS-M-RR,ZavaCore Field Premium,Shorts,Mens,2,49.42,0,98.84
SL-000667,2025-10-11,online,,ZCCPW-AP-S-RR,ZavaCore Field Core,Pants,Womens,3,45.14,0,135.42
SL-000668,2025-10-11,store,ST-CHI,ZCRTW-SS-XL-CS,ZavaCore Field Pro,Top,Womens,3,44.05,0.1,118.93
SL-000669,2025-10-11,online,,ZCCPW-AP-L-CS,ZavaCore Field Core,Pants,Womens,3,47.03,0.1,126.98
SL-000670,2025-10-11,online,,ZCCSW-AS-XL-CS,ZavaCore Field Core,Shorts,Womens,1,30.02,0,30.02
SL-000671,2025-10-11,online,,ZCRPW-AP-M-T0,ZavaCore Field Pro,Pants,Womens,5,58.25,0,291.25
SL-000672,2025-10-11,online,,ZCESW-AS-XL-T0,ZavaCore Field Elite,Shorts,Womens,5,64.78,0.1,291.51
SL-000673,2025-10-11,store,ST-MIA,ZCCTY-LS-XL-RR,ZavaCore Field Core,Top,Youth,1,31.83,0.2,25.46
SL-000674,2025-10-11,online,,ZCCTY-SS-S-B0,ZavaCore Field Core,Top,Youth,1,31.04,0,31.04
SL-000675,2025-10-11,store,ST-AUS,ZCPTY-LS-L-T0,ZavaCore Field Premium,Top,Youth,2,48.96,0.1,88.13
SL-000676,2025-10-11,online,,ZCRPW-AP-M-RR,ZavaCore Field Pro,Pants,Womens,4,59.5,0.1,214.2
SL-000677,2025-10-11,online,,ZCPSM-AS-XL-T0,ZavaCore Field Premium,Shorts,Mens,2,50.05,0.1,90.09
SL-000678,2025-10-11,online,,ZCCSY-AS-M-B0,ZavaCore Field Core,Shorts,Youth,5,25.31,0.1,113.89
SL-000679,2025-10-11,online,,ZCCTM-LS-XL-RR,ZavaCore Field Core,Top,Mens,4,36.91,0,147.64
SL-000680,2025-10-11,online,,ZCRPM-AP-XL-CS,ZavaCore Field Pro,Pants,Mens,5,60.34,0.2,241.36
SL-000681,2025-10-11,online,,ZCCPW-AP-L-CS,ZavaCore Field Core,Pants,Womens,5,47.03,0,235.15
SL-000682,2025-10-11,online,,ZCETM-SS-M-B0,ZavaCore Field Elite,Top,Mens,4,73.62,0,294.48
SL-000683,2025-10-11,store,ST-AUS,ZCEPY-AP-L-T0,ZavaCore Field Elite,Pants,Youth,1,82.77,0,82.77
SL-000684,2025-10-11,store,ST-CHI,ZCESW-AS-XL-CS,ZavaCore Field Elite,Shorts,Womens,1,68.65,0,68.65
SL-000685,2025-10-11,store,ST-CHI,ZCEPW-AP-L-RR,ZavaCore Field Elite,Pants,Womens,4,95.97,0,383.88
SL-000686,2025-10-11,online,,ZCRPM-AP-XL-B0,ZavaCore Field Pro,Pants,Mens,2,57.58,0,115.16
SL-000687,2025-10-11,online,,ZCEPY-AP-XL-RR,ZavaCore Field Elite,Pants,Youth,3,84.43,0.2,202.63
SL-000688,2025-10-12,online,,ZCETY-SS-L-CS,ZavaCore Field Elite,Top,Youth,4,67.96,0,271.84
SL-000689,2025-10-12,store,ST-AUS,ZCCTY-LS-XL-T0,ZavaCore Field Core,Top,Youth,1,30.94,0,30.94
SL-000690,2025-10-12,online,,ZCESY-AS-M-T0,ZavaCore Field Elite,Shorts,Youth,3,59.13,0,177.39
SL-000691,2025-10-12,online,,ZCCSW-AS-L-B0,ZavaCore Field Core,Shorts,Womens,4,31.92,0.1,114.91
SL-000692,2025-10-12,online,,ZCEPM-AP-M-B0,ZavaCore Field Elite,Pants,Mens,4,98.63,0.1,355.07
SL-000693,2025-10-12,online,,ZCCTM-LS-M-RR,ZavaCore Field Core,Top,Mens,5,36.67,0.2,146.68
SL-000694,2025-10-12,store,ST-AUS,ZCRPW-AP-S-B0,ZavaCore Field Pro,Pants,Womens,1,57.61,0,57.61
SL-000695,2025-10-12,online,,ZCPPY-AP-XL-B0,ZavaCore Field Premium,Pants,Youth,1,63.62,0,63.62
SL-000696,2025-10-12,store,ST-MIA,ZCESM-AS-XL-CS,ZavaCore Field Elite,Shorts,Mens,3,66.46,0,199.38
SL-000697,2025-10-12,store,ST-MIA,ZCPPY-AP-XL-RR,ZavaCore Field Premium,Pants,Youth,2,66.42,0.1,119.56
SL-000698,2025-10-12,online,,ZCRSM-AS-L-T0,ZavaCore Field Pro,Shorts,Mens,3,39.78,0.2,95.47
SL-000699,2025-10-12,online,,ZCESW-AS-XL-RR,ZavaCore Field Elite,Shorts,Womens,2,70.13,0,140.26
SL-000700,2025-10-12,online,,ZCETW-SS-XL-CS,ZavaCore Field Elite,Top,Womens,3,80.02,0.1,216.05
SL-000701,2025-10-12,online,,ZCPTW-SS-L-CS,ZavaCore Field Premium,Top,Womens,2,60.55,0,121.1
SL-000702,2025-10-12,online,,ZCESW-AS-S-B0,ZavaCore Field Elite,Shorts,Womens,2,66.22,0,132.44
SL-000703,2025-10-12,store,ST-MIA,ZCEPW-AP-S-T0,ZavaCore Field Elite,Pants,Womens,2,99.98,0,199.96
SL-000704,2025-10-12,online,,ZCPSM-AS-M-RR,ZavaCore Field Premium,Shorts,Mens,2,49.42,0.1,88.96
SL-000705,2025-10-12,online,,ZCCSY-AS-L-B0,ZavaCore Field Core,Shorts,Youth,1,24.74,0,24.74
SL-000706,2025-10-13,store,ST-AUS,ZCPTW-LS-S-T0,ZavaCore Field Premium,Top,Womens,3,64.06,0,192.18
SL-000707,2025-10-13,store,ST-CHI,ZCPPM-AP-S-RR,ZavaCore Field Premium,Pants,Mens,5,81.85,0,409.25
SL-000708,2025-10-13,online,,ZCPSY-AS-M-T0,ZavaCore Field Premium,Shorts,Youth,1,43.75,0.2,35.0
SL-000709,2025-10-13,store,ST-AUS,ZCESW-AS-S-B0,ZavaCore Field Elite,Shorts,Womens,3,66.22,0,198.66
SL-000710,2025-10-13,online,,ZCRPW-AP-L-B0,ZavaCore Field Pro,Pants,Womens,3,56.03,0.2,134.47
SL-000711,2025-10-13,online,,ZCCTW-SS-S-CS,ZavaCore Field Core,Top,Womens,1,34.58,0,34.58
SL-000712,2025-10-13,online,,ZCRPM-AP-S-CS,ZavaCore Field Pro,Pants,Mens,5,58.64,0,293.2
SL-000713,2025-10-13,store,ST-CHI,ZCPPM-AP-XL-T0,ZavaCore Field Premium,Pants,Mens,3,82.2,0,246.6
SL-000714,2025-10-13,online,,ZCPSW-AS-L-CS,ZavaCore Field Premium,Shorts,Womens,5,53.46,0.2,213.84
SL-000715,2025-10-13,online,,ZCCPM-AP-XL-T0,ZavaCore Field Core,Pants,Mens,5,47.52,0.2,190.08
SL-000716,2025-10-13,store,ST-CHI,ZCPTW-LS-L-RR,ZavaCore Field Premium,Top,Womens,4,61.4,0.1,221.04
SL-000717,2025-10-13,store,ST-AUS,ZCCTM-LS-S-T0,ZavaCore Field Core,Top,Mens,1,36.08,0.2,28.86
SL-000718,2025-10-14,online,,ZCETY-LS-XL-RR,ZavaCore Field Elite,Top,Youth,2,63.0,0,126.0
SL-000719,2025-10-14,online,,ZCRPM-AP-S-RR,ZavaCore Field Pro,Pants,Mens,4,57.07,0,228.28
SL-000720,2025-10-14,online,,ZCPPW-AP-L-T0,ZavaCore Field Premium,Pants,Womens,4,75.61,0.2,241.95
SL-000721,2025-10-14,store,ST-MIA,ZCRSM-AS-M-B0,ZavaCore Field Pro,Shorts,Mens,2,38.57,0.2,61.71
SL-000722,2025-10-14,online,,ZCETY-LS-L-T0,ZavaCore Field Elite,Top,Youth,5,62.27,0,311.35
SL-000723,2025-10-14,store,ST-MIA,ZCRPW-AP-XL-CS,ZavaCore Field Pro,Pants,Womens,2,61.91,0,123.82
SL-000724,2025-10-14,online,,ZCPTM-LS-XL-RR,ZavaCore Field Premium,Top,Mens,5,56.94,0.1,256.23
SL-000725,2025-10-14,online,,ZCETW-LS-S-RR,ZavaCore Field Elite,Top,Womens,2,79.91,0,159.82
SL-000726,2025-10-14,store,ST-AUS,ZCRSY-AS-XL-CS,ZavaCore Field Pro,Shorts,Youth,5,32.64,0,163.2
SL-000727,2025-10-15,online,,ZCESW-AS-S-T0,ZavaCore Field Elite,Shorts,Womens,2,62.96,0,125.92
SL-000728,2025-10-15,online,,ZCEPW-AP-S-T0,ZavaCore Field Elite,Pants,Womens,4,99.98,0.1,359.93
SL-000729,2025-10-15,store,ST-CHI,ZCRTY-SS-S-B0,ZavaCore Field Pro,Top,Youth,2,40.86,0,81.72
SL-000730,2025-10-15,online,,ZCRPW-AP-XL-CS,ZavaCore Field Pro,Pants,Womens,4,61.91,0,247.64
SL-000731,2025-10-15,online,,ZCCSW-AS-S-T0,ZavaCore Field Core,Shorts,Womens,5,31.09,0.1,139.91
SL-000732,2025-10-15,online,,ZCPPM-AP-XL-B0,ZavaCore Field Premium,Pants,Mens,5,80.16,0,400.8
SL-000733,2025-10-15,online,,ZCPTY-LS-M-RR,ZavaCore Field Premium,Top,Youth,3,52.84,0,158.52
SL-000734,2025-10-15,online,,ZCRTW-LS-XL-RR,ZavaCore Field Pro,Top,Womens,3,43.75,0.1,118.12
SL-000735,2025-10-15,online,,ZCCPM-AP-L-RR,ZavaCore Field Core,Pants,Mens,3,45.46,0,136.38
SL-000736,2025-10-16,online,,ZCEPW-AP-L-CS,ZavaCore Field Elite,Pants,Womens,2,95.16,0.1,171.29
SL-000737,2025-10-16,online,,ZCCPM-AP-L-RR,ZavaCore Field Core,Pants,Mens,4,45.46,0.2,145.47
SL-000738,2025-10-16,online,,ZCCPW-AP-XL-T0,ZavaCore Field Core,Pants,Womens,2,47.19,0,94.38
SL-000739,2025-10-16,online,,ZCRSY-AS-S-CS,ZavaCore Field Pro,Shorts,Youth,3,34.12,0.2,81.89
SL-000740,2025-10-16,online,,ZCPSM-AS-XL-B0,ZavaCore Field Premium,Shorts,Mens,2,54.21,0.1,97.58
SL-000741,2025-10-16,online,,ZCRTM-LS-XL-RR,ZavaCore Field Pro,Top,Mens,3,44.18,0.1,119.29
SL-000742,2025-10-16,online,,ZCRSY-AS-XL-B0,ZavaCore Field Pro,Shorts,Youth,5,34.98,0.2,139.92
SL-000743,2025-10-16,online,,ZCEPM-AP-L-B0,ZavaCore Field Elite,Pants,Mens,1,99.65,0,99.65
SL-000744,2025-10-16,online,,ZCCSM-AS-L-CS,ZavaCore Field Core,Shorts,Mens,2,32.02,0,64.04
SL-000745,2025-10-16,store,ST-AUS,ZCETM-LS-L-T0,ZavaCore Field Elite,Top,Mens,1,78.99,0,78.99
SL-000746,2025-10-17,store,ST-CHI,ZCCTW-LS-M-T0,ZavaCore Field Core,Top,Womens,5,35.19,0,175.95
SL-000747,2025-10-17,online,,ZCPPW-AP-L-B0,ZavaCore Field Premium,Pants,Womens,3,72.84,0.1,196.67
SL-000748,2025-10-17,online,,ZCEPW-AP-L-RR,ZavaCore Field Elite,Pants,Womens,3,95.97,0,287.91
SL-000749,2025-10-17,online,,ZCPTM-SS-XL-CS,ZavaCore Field Premium,Top,Mens,4,58.88,0,235.52
SL-000750,2025-10-17,online,,ZCCTM-LS-M-RR,ZavaCore Field Core,Top,Mens,5,36.67,0,183.35
SL-000751,2025-10-17,online,,ZCETW-LS-S-T0,ZavaCore Field Elite,Top,Womens,5,74.87,0,374.35
SL-000752,2025-10-17,online,,ZCRTM-LS-M-T0,ZavaCore Field Pro,Top,Mens,4,47.34,0.2,151.49
SL-000753,2025-10-17,online,,ZCPPM-AP-XL-B0,ZavaCore Field Premium,Pants,Mens,1,80.16,0.2,64.13
SL-000754,2025-10-17,online,,ZCETM-SS-XL-CS,ZavaCore Field Elite,Top,Mens,2,78.57,0,157.14
SL-000755,2025-10-17,online,,ZCCPW-AP-M-B0,ZavaCore Field Core,Pants,Womens,3,47.7,0,143.1
SL-000756,2025-10-17,online,,ZCPSM-AS-L-B0,ZavaCore Field Premium,Shorts,Mens,5,48.84,0.1,219.78
SL-000757,2025-10-17,store,ST-CHI,ZCPSW-AS-M-B0,ZavaCore Field Premium,Shorts,Womens,1,54.87,0,54.87
SL-000758,2025-10-17,online,,ZCETM-LS-M-RR,ZavaCore Field Elite,Top,Mens,5,75.94,0.2,303.76
SL-000759,2025-10-17,online,,ZCETY-LS-L-T0,ZavaCore Field Elite,Top,Youth,1,62.27,0.2,49.82
SL-000760,2025-10-17,store,ST-AUS,ZCEPY-AP-M-RR,ZavaCore Field Elite,Pants,Youth,2,87.74,0,175.48
SL-000761,2025-10-17,online,,ZCRPM-AP-XL-RR,ZavaCore Field Pro,Pants,Mens,3,58.1,0.2,139.44
SL-000762,2025-10-18,online,,ZCESM-AS-XL-B0,ZavaCore Field Elite,Shorts,Mens,2,69.96,0,139.92
SL-000763,2025-10-18,store,ST-AUS,ZCRTW-LS-S-RR,ZavaCore Field Pro,Top,Womens,2,43.4,0,86.8
SL-000764,2025-10-18,store,ST-CHI,ZCESW-AS-S-CS,ZavaCore Field Elite,Shorts,Womens,3,70.08,0.2,168.19
SL-000765,2025-10-18,online,,ZCCSW-AS-XL-T0,ZavaCore Field Core,Shorts,Womens,3,29.97,0.2,71.93
SL-000766,2025-10-18,store,ST-CHI,ZCCTY-LS-S-RR,ZavaCore Field Core,Top,Youth,1,31.68,0,31.68
SL-000767,2025-10-18,online,,ZCRSY-AS-L-RR,ZavaCore Field Pro,Shorts,Youth,3,35.45,0.1,95.72
SL-000768,2025-10-18,online,,ZCRTM-LS-M-RR,ZavaCore Field Pro,Top,Mens,1,48.42,0.2,38.74
SL-000769,2025-10-18,store,ST-CHI,ZCCTW-LS-L-RR,ZavaCore Field Core,Top,Womens,2,37.09,0.1,66.76
SL-000770,2025-10-18,online,,ZCPSY-AS-S-RR,ZavaCore Field Premium,Shorts,Youth,2,44.12,0,88.24
SL-000771,2025-10-18,store,ST-AUS,ZCRTM-SS-XL-CS,ZavaCore Field Pro,Top,Mens,3,47.49,0.2,113.98
SL-000772,2025-10-18,online,,ZCPTW-LS-L-RR,ZavaCore Field Premium,Top,Womens,2,61.4,0,122.8
