sku,facility_code,on_hand,reserved,available,reorder_point,safety_stock,projected_stockout_days,status,bin_location
ZCCPY-AP-L-CS,FC-RNO,189,9,180,40,16,63,in stock,RNO-32-E
ZCCPY-AP-L-CS,FC-CMH,121,2,119,40,16,40,in stock,CMH-11-F
ZCCPY-AP-L-RR,FC-MEM,110,3,107,120,48,12,low stock,MEM-04-C
ZCCPY-AP-L-RR,FC-CLT,448,72,376,120,48,49,in stock,CLT-48-D
ZCCPY-AP-L-RR,FC-SEA,436,67,369,120,48,48,in stock,SEA-02-C
ZCCPY-AP-L-RR,FC-DFW,316,22,294,120,48,35,in stock,DFW-29-A
ZCCPY-AP-L-RR,FC-EWR,230,17,213,120,48,25,in stock,EWR-45-F
ZCCPY-AP-L-RR,FC-RNO,461,13,448,120,48,51,in stock,RNO-54-F
ZCCPY-AP-L-RR,FC-CMH,4,1,3,120,48,0,critical,CMH-54-A
ZCCPY-AP-L-T0,FC-MEM,27,0,27,80,32,4,low stock,MEM-41-A
ZCCPY-AP-L-T0,FC-CLT,201,5,196,80,32,33,in stock,CLT-40-D
ZCCPY-AP-L-T0,FC-SEA,133,6,127,80,32,22,in stock,SEA-49-E
ZCCPY-AP-L-T0,FC-DFW,165,20,145,80,32,27,in stock,DFW-15-D
ZCCPY-AP-L-T0,FC-EWR,217,1,216,80,32,36,in stock,EWR-26-A
ZCCPY-AP-L-T0,FC-RNO,364,27,337,80,32,60,in stock,RNO-42-A
ZCCPY-AP-L-T0,FC-CMH,304,1,303,80,32,50,in stock,CMH-51-F
ZCCPY-AP-XL-B0,FC-MEM,19,3,16,100,40,2,critical,MEM-19-C
ZCCPY-AP-XL-B0,FC-CLT,263,3,260,100,40,37,in stock,CLT-25-A
ZCCPY-AP-XL-B0,FC-SEA,2,0,2,100,40,0,critical,SEA-35-F
ZCCPY-AP-XL-B0,FC-DFW,172,4,168,100,40,24,in stock,DFW-26-C
ZCCPY-AP-XL-B0,FC-EWR,441,33,408,100,40,63,in stock,EWR-41-A
ZCCPY-AP-XL-B0,FC-RNO,450,72,378,100,40,64,in stock,RNO-43-B
ZCCPY-AP-XL-B0,FC-CMH,282,23,259,100,40,40,in stock,CMH-28-E
ZCCPY-AP-XL-CS,FC-MEM,590,24,566,120,48,65,in stock,MEM-25-C
ZCCPY-AP-XL-CS,FC-CLT,431,15,416,120,48,47,in stock,CLT-17-B
ZCCPY-AP-XL-CS,FC-SEA,174,21,153,120,48,19,in stock,SEA-13-A
ZCCPY-AP-XL-CS,FC-DFW,555,49,506,120,48,61,in stock,DFW-13-D
ZCCPY-AP-XL-CS,FC-EWR,112,15,97,120,48,12,low stock,EWR-01-A
ZCCPY-AP-XL-CS,FC-RNO,183,14,169,120,48,20,in stock,RNO-12-E
ZCCPY-AP-XL-CS,FC-CMH,374,62,312,120,48,41,in stock,CMH-36-A
ZCCPY-AP-XL-RR,FC-MEM,400,44,356,100,40,57,in stock,MEM-48-F
ZCCPY-AP-XL-RR,FC-CLT,313,3,310,100,40,44,in stock,CLT-29-A
ZCCPY-AP-XL-RR,FC-SEA,375,6,369,100,40,53,in stock,SEA-49-F
ZCCPY-AP-XL-RR,FC-DFW,444,68,376,100,40,63,in stock,DFW-01-E
ZCCPY-AP-XL-RR,FC-EWR,190,8,182,100,40,27,in stock,EWR-60-C
ZCCPY-AP-XL-RR,FC-RNO,69,5,64,100,40,9,low stock,RNO-14-D
ZCCPY-AP-XL-RR,FC-CMH,455,32,423,100,40,65,in stock,CMH-04-A
ZCCPY-AP-XL-T0,FC-MEM,175,2,173,60,24,43,in stock,MEM-01-E
ZCCPY-AP-XL-T0,FC-CLT,238,10,228,60,24,59,in stock,CLT-38-C
ZCCPY-AP-XL-T0,FC-SEA,88,13,75,60,24,22,in stock,SEA-45-C
ZCCPY-AP-XL-T0,FC-DFW,253,21,232,60,24,63,in stock,DFW-50-A
ZCCPY-AP-XL-T0,FC-EWR,75,5,70,60,24,18,in stock,EWR-37-D
ZCCPY-AP-XL-T0,FC-RNO,75,12,63,60,24,18,in stock,RNO-58-F
ZCCPY-AP-XL-T0,FC-CMH,114,19,95,60,24,28,in stock,CMH-30-D
ZCRTM-SS-S-B0,FC-MEM,221,11,210,100,40,31,in stock,MEM-40-E
ZCRTM-SS-S-B0,FC-CLT,375,15,360,100,40,53,in stock,CLT-20-D
ZCRTM-SS-S-B0,FC-SEA,195,0,195,100,40,27,in stock,SEA-42-B
ZCRTM-SS-S-B0,FC-DFW,355,17,338,100,40,50,in stock,DFW-44-F
ZCRTM-SS-S-B0,FC-EWR,14,0,14,100,40,2,critical,EWR-53-E
ZCRTM-SS-S-B0,FC-RNO,449,50,399,100,40,64,in stock,RNO-58-B
ZCRTM-SS-S-B0,FC-CMH,476,54,422,100,40,68,in stock,CMH-11-C
ZCRTM-SS-S-CS,FC-MEM,8,1,7,40,16,2,critical,MEM-32-A
ZCRTM-SS-S-CS,FC-CLT,44,1,43,40,16,14,in stock,CLT-27-D
ZCRTM-SS-S-CS,FC-SEA,76,1,75,40,16,25,in stock,SEA-35-C
ZCRTM-SS-S-CS,FC-DFW,82,2,80,40,16,27,in stock,DFW-55-A
ZCRTM-SS-S-CS,FC-EWR,167,23,144,40,16,55,in stock,EWR-27-C
ZCRTM-SS-S-CS,FC-RNO,28,4,24,40,16,9,low stock,RNO-03-E
ZCRTM-SS-S-CS,FC-CMH,125,8,117,40,16,41,in stock,CMH-56-A
ZCRTM-LS-S-RR,FC-MEM,500,46,454,120,48,55,in stock,MEM-02-E
ZCRTM-LS-S-RR,FC-CLT,8,1,7,120,48,0,critical,CLT-42-F
ZCRTM-LS-S-RR,FC-SEA,407,2,405,120,48,45,in stock,SEA-52-B
ZCRTM-LS-S-RR,FC-DFW,0,1,-1,120,48,0,critical,DFW-10-A
ZCRTM-LS-S-RR,FC-EWR,54,4,50,120,48,6,low stock,EWR-50-B
ZCRTM-LS-S-RR,FC-RNO,195,26,169,120,48,21,in stock,RNO-37-B
ZCRTM-LS-S-RR,FC-CMH,22,0,22,120,48,2,critical,CMH-02-B
ZCRTM-LS-S-T0,FC-MEM,309,21,288,80,32,51,in stock,MEM-38-E
ZCRTM-LS-S-T0,FC-CLT,400,64,336,80,32,66,in stock,CLT-21-F
ZCRTM-LS-S-T0,FC-SEA,341,30,311,80,32,56,in stock,SEA-59-D
ZCRTM-LS-S-T0,FC-DFW,72,2,70,80,32,12,low stock,DFW-53-A
ZCRTM-LS-S-T0,FC-EWR,11,0,11,80,32,1,critical,EWR-56-E
ZCRTM-LS-S-T0,FC-RNO,7,0,7,80,32,1,critical,RNO-06-E
ZCRTM-LS-S-T0,FC-CMH,194,2,192,80,32,32,in stock,CMH-20-A
ZCRTM-SS-M-B0,FC-MEM,198,13,185,80,32,33,in stock,MEM-28-A
ZCRTM-SS-M-B0,FC-CLT,190,8,182,80,32,31,in stock,CLT-58-C
ZCRTM-SS-M-B0,FC-SEA,193,23,170,80,32,32,in stock,SEA-58-E
ZCRTM-SS-M-B0,FC-DFW,312,13,299,80,32,52,in stock,DFW-16-F
ZCRTM-SS-M-B0,FC-EWR,277,24,253,80,32,46,in stock,EWR-08-D
ZCRTM-SS-M-B0,FC-RNO,319,26,293,80,32,53,in stock,RNO-30-F
ZCRTM-SS-M-B0,FC-CMH,91,8,83,80,32,15,in stock,CMH-35-D
ZCRTM-SS-M-CS,FC-MEM,145,4,141,100,40,20,in stock,MEM-56-D
ZCRTM-SS-M-CS,FC-CLT,454,0,454,100,40,64,in stock,CLT-27-B
ZCRTM-SS-M-CS,FC-SEA,470,40,430,100,40,67,in stock,SEA-20-B
ZCRTM-SS-M-CS,FC-DFW,137,8,129,100,40,19,in stock,DFW-37-C
ZCRTM-SS-M-CS,FC-EWR,171,3,168,100,40,24,in stock,EWR-11-E
ZCRTM-SS-M-CS,FC-RNO,168,16,152,100,40,24,in stock,RNO-58-D
ZCRTM-SS-M-CS,FC-CMH,443,24,419,100,40,63,in stock,CMH-24-A
ZCRTM-LS-M-RR,FC-MEM,283,1,282,80,32,47,in stock,MEM-10-B
ZCRTM-LS-M-RR,FC-CLT,376,14,362,80,32,62,in stock,CLT-57-B
ZCRTM-LS-M-RR,FC-SEA,151,10,141,80,32,25,in stock,SEA-04-B
ZCRTM-LS-M-RR,FC-DFW,334,2,332,80,32,55,in stock,DFW-35-D
ZCRTM-LS-M-RR,FC-EWR,71,1,70,80,32,11,low stock,EWR-16-C
ZCRTM-LS-M-RR,FC-RNO,160,22,138,80,32,26,in stock,RNO-46-E
ZCRTM-LS-M-RR,FC-CMH,132,14,118,80,32,22,in stock,CMH-14-C
ZCRTM-LS-M-T0,FC-MEM,161,11,150,80,32,26,in stock,MEM-12-A
ZCRTM-LS-M-T0,FC-CLT,400,6,394,80,32,66,in stock,CLT-47-F
ZCRTM-LS-M-T0,FC-SEA,321,3,318,80,32,53,in stock,SEA-05-C
ZCRTM-LS-M-T0,FC-DFW,100,7,93,80,32,16,in stock,DFW-46-A
ZCRTM-LS-M-T0,FC-EWR,351,14,337,80,32,58,in stock,EWR-10-C
ZCRTM-LS-M-T0,FC-RNO,306,20,286,80,32,51,in stock,RNO-24-D
ZCRTM-LS-M-T0,FC-CMH,398,65,333,80,32,66,in stock,CMH-29-C
ZCRTM-SS-L-B0,FC-MEM,6,0,6,40,16,2,critical,MEM-20-A
ZCRTM-SS-L-B0,FC-CLT,174,15,159,40,16,58,in stock,CLT-39-B
ZCRTM-SS-L-B0,FC-SEA,152,7,145,40,16,50,in stock,SEA-08-A
ZCRTM-SS-L-B0,FC-DFW,143,8,135,40,16,47,in stock,DFW-35-D
ZCRTM-SS-L-B0,FC-EWR,54,2,52,40,16,18,in stock,EWR-50-A
ZCRTM-SS-L-B0,FC-RNO,116,7,109,40,16,38,in stock,RNO-34-C
ZCRTM-SS-L-B0,FC-CMH,28,0,28,40,16,9,low stock,CMH-40-B
ZCRTM-SS-L-CS,FC-MEM,173,13,160,100,40,24,in stock,MEM-53-A
ZCRTM-SS-L-CS,FC-CLT,9,1,8,100,40,1,critical,CLT-05-B
ZCRTM-SS-L-CS,FC-SEA,23,3,20,100,40,3,critical,SEA-43-A
ZCRTM-SS-L-CS,FC-DFW,299,44,255,100,40,42,in stock,DFW-58-B
ZCRTM-SS-L-CS,FC-EWR,13,2,11,100,40,1,critical,EWR-15-E
ZCRTM-SS-L-CS,FC-RNO,241,1,240,100,40,34,in stock,RNO-17-D
ZCRTM-SS-L-CS,FC-CMH,451,41,410,100,40,64,in stock,CMH-45-B
ZCRTM-LS-L-RR,FC-MEM,43,2,41,40,16,14,in stock,MEM-08-F
ZCRTM-LS-L-RR,FC-CLT,103,0,103,40,16,34,in stock,CLT-53-E
ZCRTM-LS-L-RR,FC-SEA,187,20,167,40,16,62,in stock,SEA-31-C
ZCRTM-LS-L-RR,FC-DFW,198,2,196,40,16,66,in stock,DFW-60-D
ZCRTM-LS-L-RR,FC-EWR,68,7,61,40,16,22,in stock,EWR-39-F
ZCRTM-LS-L-RR,FC-RNO,125,7,118,40,16,41,in stock,RNO-12-A
ZCRTM-LS-L-RR,FC-CMH,97,3,94,40,16,32,in stock,CMH-43-A
ZCRTM-LS-L-T0,FC-MEM,10,1,9,80,32,1,critical,MEM-21-C
ZCRTM-LS-L-T0,FC-CLT,330,38,292,80,32,55,in stock,CLT-50-C
ZCRTM-LS-L-T0,FC-SEA,338,11,327,80,32,56,in stock,SEA-04-A
ZCRTM-LS-L-T0,FC-DFW,53,3,50,80,32,8,low stock,DFW-24-C
ZCRTM-LS-L-T0,FC-EWR,227,7,220,80,32,37,in stock,EWR-26-D
ZCRTM-LS-L-T0,FC-RNO,336,43,293,80,32,56,in stock,RNO-02-F
ZCRTM-LS-L-T0,FC-CMH,396,8,388,80,32,66,in stock,CMH-12-C
ZCRTM-SS-XL-B0,FC-MEM,38,5,33,40,16,12,low stock,MEM-11-F
ZCRTM-SS-XL-B0,FC-CLT,134,2,132,40,16,44,in stock,CLT-25-D
ZCRTM-SS-XL-B0,FC-SEA,190,26,164,40,16,63,in stock,SEA-47-E
ZCRTM-SS-XL-B0,FC-DFW,151,10,141,40,16,50,in stock,DFW-47-A
ZCRTM-SS-XL-B0,FC-EWR,143,3,140,40,16,47,in stock,EWR-59-B
ZCRTM-SS-XL-B0,FC-RNO,36,3,33,40,16,12,low stock,RNO-19-A
ZCRTM-SS-XL-B0,FC-CMH,88,10,78,40,16,29,in stock,CMH-34-B
ZCRTM-SS-XL-CS,FC-MEM,56,5,51,40,16,18,in stock,MEM-17-D
ZCRTM-SS-XL-CS,FC-CLT,95,14,81,40,16,31,in stock,CLT-19-D
ZCRTM-SS-XL-CS,FC-SEA,134,2,132,40,16,44,in stock,SEA-43-E
ZCRTM-SS-XL-CS,FC-DFW,93,15,78,40,16,31,in stock,DFW-13-F
ZCRTM-SS-XL-CS,FC-EWR,49,5,44,40,16,16,in stock,EWR-34-E
ZCRTM-SS-XL-CS,FC-RNO,86,9,77,40,16,28,in stock,RNO-50-F
ZCRTM-SS-XL-CS,FC-CMH,136,18,118,40,16,45,in stock,CMH-25-D
ZCRTM-LS-XL-RR,FC-MEM,150,20,130,40,16,50,in stock,MEM-54-C
ZCRTM-LS-XL-RR,FC-CLT,189,2,187,40,16,63,in stock,CLT-31-A
ZCRTM-LS-XL-RR,FC-SEA,160,9,151,40,16,53,in stock,SEA-58-A
ZCRTM-LS-XL-RR,FC-DFW,97,11,86,40,16,32,in stock,DFW-02-E
ZCRTM-LS-XL-RR,FC-EWR,39,5,34,40,16,13,low stock,EWR-56-F
ZCRTM-LS-XL-RR,FC-RNO,2,1,1,40,16,0,critical,RNO-10-F
ZCRTM-LS-XL-RR,FC-CMH,83,12,71,40,16,27,in stock,CMH-60-D
ZCRTM-LS-XL-T0,FC-MEM,246,23,223,60,24,61,in stock,MEM-53-A
ZCRTM-LS-XL-T0,FC-CLT,225,32,193,60,24,56,in stock,CLT-23-C
ZCRTM-LS-XL-T0,FC-SEA,72,9,63,60,24,18,in stock,SEA-27-C
ZCRTM-LS-XL-T0,FC-DFW,217,0,217,60,24,54,in stock,DFW-13-E
ZCRTM-LS-XL-T0,FC-EWR,97,10,87,60,24,24,in stock,EWR-34-C
ZCRTM-LS-XL-T0,FC-RNO,144,9,135,60,24,36,in stock,RNO-57-B
ZCRTM-LS-XL-T0,FC-CMH,33,1,32,60,24,8,low stock,CMH-12-D
ZCRTW-SS-S-B0,FC-MEM,223,9,214,120,48,24,in stock,MEM-53-A
ZCRTW-SS-S-B0,FC-CLT,182,19,163,120,48,20,in stock,CLT-30-C
ZCRTW-SS-S-B0,FC-SEA,477,23,454,120,48,53,in stock,SEA-56-B
ZCRTW-SS-S-B0,FC-DFW,9,1,8,120,48,1,critical,DFW-14-F
ZCRTW-SS-S-B0,FC-EWR,188,0,188,120,48,20,in stock,EWR-35-B
ZCRTW-SS-S-B0,FC-RNO,9,0,9,120,48,1,critical,RNO-10-D
ZCRTW-SS-S-B0,FC-CMH,127,14,113,120,48,14,in stock,CMH-13-C
ZCRTW-SS-S-CS,FC-MEM,141,10,131,80,32,23,in stock,MEM-25-D
ZCRTW-SS-S-CS,FC-CLT,64,3,61,80,32,10,low stock,CLT-55-B
ZCRTW-SS-S-CS,FC-SEA,86,2,84,80,32,14,in stock,SEA-09-A
ZCRTW-SS-S-CS,FC-DFW,213,29,184,80,32,35,in stock,DFW-60-A
ZCRTW-SS-S-CS,FC-EWR,74,9,65,80,32,12,low stock,EWR-13-A
ZCRTW-SS-S-CS,FC-RNO,368,24,344,80,32,61,in stock,RNO-02-D
ZCRTW-SS-S-CS,FC-CMH,143,14,129,80,32,23,in stock,CMH-49-C
ZCRTW-LS-S-RR,FC-MEM,459,43,416,120,48,51,in stock,MEM-01-D
ZCRTW-LS-S-RR,FC-CLT,490,44,446,120,48,54,in stock,CLT-05-F
ZCRTW-LS-S-RR,FC-SEA,174,6,168,120,48,19,in stock,SEA-23-B
ZCRTW-LS-S-RR,FC-DFW,390,22,368,120,48,43,in stock,DFW-25-A
ZCRTW-LS-S-RR,FC-EWR,492,68,424,120,48,54,in stock,EWR-40-A
ZCRTW-LS-S-RR,FC-RNO,256,12,244,120,48,28,in stock,RNO-46-D
ZCRTW-LS-S-RR,FC-CMH,77,10,67,120,48,8,low stock,CMH-09-E
ZCRTW-LS-S-T0,FC-MEM,261,13,248,100,40,37,in stock,MEM-48-B
ZCRTW-LS-S-T0,FC-CLT,144,15,129,100,40,20,in stock,CLT-28-F
ZCRTW-LS-S-T0,FC-SEA,174,27,147,100,40,24,in stock,SEA-41-B
ZCRTW-LS-S-T0,FC-DFW,77,2,75,100,40,11,low stock,DFW-23-C
ZCRTW-LS-S-T0,FC-EWR,32,5,27,100,40,4,low stock,EWR-58-E
ZCRTW-LS-S-T0,FC-RNO,280,38,242,100,40,40,in stock,RNO-37-C
ZCRTW-LS-S-T0,FC-CMH,333,18,315,100,40,47,in stock,CMH-39-B
ZCRTW-SS-M-B0,FC-MEM,244,4,240,60,24,61,in stock,MEM-05-E
ZCRTW-SS-M-B0,FC-CLT,231,28,203,60,24,57,in stock,CLT-53-F
ZCRTW-SS-M-B0,FC-SEA,128,4,124,60,24,32,in stock,SEA-21-C
ZCRTW-SS-M-B0,FC-DFW,200,22,178,60,24,50,in stock,DFW-15-F
ZCRTW-SS-M-B0,FC-EWR,277,38,239,60,24,69,in stock,EWR-54-C
ZCRTW-SS-M-B0,FC-RNO,69,7,62,60,24,17,in stock,RNO-06-E
ZCRTW-SS-M-B0,FC-CMH,229,3,226,60,24,57,in stock,CMH-28-B
ZCRTW-SS-M-CS,FC-MEM,5,0,5,60,24,1,critical,MEM-17-E
ZCRTW-SS-M-CS,FC-CLT,203,17,186,60,24,50,in stock,CLT-44-D
ZCRTW-SS-M-CS,FC-SEA,288,13,275,60,24,72,in stock,SEA-56-C
ZCRTW-SS-M-CS,FC-DFW,189,28,161,60,24,47,in stock,DFW-11-D
ZCRTW-SS-M-CS,FC-EWR,224,14,210,60,24,56,in stock,EWR-24-F
ZCRTW-SS-M-CS,FC-RNO,15,2,13,60,24,3,critical,RNO-35-F
ZCRTW-SS-M-CS,FC-CMH,129,20,109,60,24,32,in stock,CMH-46-C
ZCRTW-LS-M-RR,FC-MEM,110,7,103,60,24,27,in stock,MEM-33-D
ZCRTW-LS-M-RR,FC-CLT,207,0,207,60,24,51,in stock,CLT-59-A
ZCRTW-LS-M-RR,FC-SEA,167,7,160,60,24,41,in stock,SEA-59-E
ZCRTW-LS-M-RR,FC-DFW,33,0,33,60,24,8,low stock,DFW-01-D
ZCRTW-LS-M-RR,FC-EWR,182,12,170,60,24,45,in stock,EWR-40-B
ZCRTW-LS-M-RR,FC-RNO,298,0,298,60,24,74,in stock,RNO-24-C
ZCRTW-LS-M-RR,FC-CMH,148,23,125,60,24,37,in stock,CMH-60-F
ZCRTW-LS-M-T0,FC-MEM,499,53,446,120,48,55,in stock,MEM-17-D
ZCRTW-LS-M-T0,FC-CLT,10,0,10,120,48,1,critical,CLT-14-F
ZCRTW-LS-M-T0,FC-SEA,14,1,13,120,48,1,critical,SEA-05-A
ZCRTW-LS-M-T0,FC-DFW,449,15,434,120,48,49,in stock,DFW-47-A
ZCRTW-LS-M-T0,FC-EWR,82,2,80,120,48,9,low stock,EWR-51-E
ZCRTW-LS-M-T0,FC-RNO,271,38,233,120,48,30,in stock,RNO-37-B
ZCRTW-LS-M-T0,FC-CMH,167,15,152,120,48,18,in stock,CMH-55-F
ZCRTW-SS-L-B0,FC-MEM,33,5,28,100,40,4,low stock,MEM-33-D
ZCRTW-SS-L-B0,FC-CLT,55,8,47,100,40,7,low stock,CLT-12-D
ZCRTW-SS-L-B0,FC-SEA,316,15,301,100,40,45,in stock,SEA-33-C
ZCRTW-SS-L-B0,FC-DFW,46,5,41,100,40,6,low stock,DFW-60-C
ZCRTW-SS-L-B0,FC-EWR,305,28,277,100,40,43,in stock,EWR-59-F
ZCRTW-SS-L-B0,FC-RNO,342,33,309,100,40,48,in stock,RNO-12-B
ZCRTW-SS-L-B0,FC-CMH,185,2,183,100,40,26,in stock,CMH-48-F
ZCRTW-SS-L-CS,FC-MEM,237,36,201,60,24,59,in stock,MEM-15-B
ZCRTW-SS-L-CS,FC-CLT,244,10,234,60,24,61,in stock,CLT-11-F
ZCRTW-SS-L-CS,FC-SEA,49,0,49,60,24,12,low stock,SEA-09-E
ZCRTW-SS-L-CS,FC-DFW,6,0,6,60,24,1,critical,DFW-30-B
ZCRTW-SS-L-CS,FC-EWR,205,9,196,60,24,51,in stock,EWR-12-D
ZCRTW-SS-L-CS,FC-RNO,179,19,160,60,24,44,in stock,RNO-29-B
ZCRTW-SS-L-CS,FC-CMH,33,0,33,60,24,8,low stock,CMH-39-B
ZCRTW-LS-L-RR,FC-MEM,78,2,76,40,16,26,in stock,MEM-56-C
ZCRTW-LS-L-RR,FC-CLT,172,5,167,40,16,57,in stock,CLT-15-A
ZCRTW-LS-L-RR,FC-SEA,61,7,54,40,16,20,in stock,SEA-53-B
ZCRTW-LS-L-RR,FC-DFW,55,4,51,40,16,18,in stock,DFW-38-B
ZCRTW-LS-L-RR,FC-EWR,95,14,81,40,16,31,in stock,EWR-54-E
ZCRTW-LS-L-RR,FC-RNO,6,1,5,40,16,2,critical,RNO-50-A
ZCRTW-LS-L-RR,FC-CMH,124,12,112,40,16,41,in stock,CMH-40-D
ZCRTW-LS-L-T0,FC-MEM,252,12,240,100,40,36,in stock,MEM-47-F
ZCRTW-LS-L-T0,FC-CLT,115,13,102,100,40,16,in stock,CLT-09-E
ZCRTW-LS-L-T0,FC-SEA,19,0,19,100,40,2,critical,SEA-39-E
ZCRTW-LS-L-T0,FC-DFW,393,10,383,100,40,56,in stock,DFW-57-C
ZCRTW-LS-L-T0,FC-EWR,94,12,82,100,40,13,low stock,EWR-19-D
ZCRTW-LS-L-T0,FC-RNO,245,2,243,100,40,35,in stock,RNO-54-A
ZCRTW-LS-L-T0,FC-CMH,238,0,238,100,40,34,in stock,CMH-57-D
ZCRTW-SS-XL-B0,FC-MEM,315,50,265,80,32,52,in stock,MEM-10-D
ZCRTW-SS-XL-B0,FC-CLT,393,43,350,80,32,65,in stock,CLT-21-F
ZCRTW-SS-XL-B0,FC-SEA,285,7,278,80,32,47,in stock,SEA-02-C
ZCRTW-SS-XL-B0,FC-DFW,256,4,252,80,32,42,in stock,DFW-58-C
ZCRTW-SS-XL-B0,FC-EWR,184,5,179,80,32,30,in stock,EWR-28-F
ZCRTW-SS-XL-B0,FC-RNO,399,46,353,80,32,66,in stock,RNO-21-F
ZCRTW-SS-XL-B0,FC-CMH,231,22,209,80,32,38,in stock,CMH-50-C
ZCRTW-SS-XL-CS,FC-MEM,450,19,431,120,48,50,in stock,MEM-56-D
ZCRTW-SS-XL-CS,FC-CLT,552,41,511,120,48,61,in stock,CLT-48-F
ZCRTW-SS-XL-CS,FC-SEA,521,56,465,120,48,57,in stock,SEA-47-E
ZCRTW-SS-XL-CS,FC-DFW,274,8,266,120,48,30,in stock,DFW-31-C
ZCRTW-SS-XL-CS,FC-EWR,443,41,402,120,48,49,in stock,EWR-07-F
ZCRTW-SS-XL-CS,FC-RNO,88,7,81,120,48,9,low stock,RNO-37-D
ZCRTW-SS-XL-CS,FC-CMH,44,0,44,120,48,4,low stock,CMH-17-D
ZCRTW-LS-XL-RR,FC-MEM,19,1,18,60,24,4,low stock,MEM-17-C
ZCRTW-LS-XL-RR,FC-CLT,256,36,220,60,24,64,in stock,CLT-23-B
ZCRTW-LS-XL-RR,FC-SEA,295,5,290,60,24,73,in stock,SEA-50-F
ZCRTW-LS-XL-RR,FC-DFW,179,19,160,60,24,44,in stock,DFW-23-A
ZCRTW-LS-XL-RR,FC-EWR,37,6,31,60,24,9,low stock,EWR-49-C
ZCRTW-LS-XL-RR,FC-RNO,227,2,225,60,24,56,in stock,RNO-12-D
ZCRTW-LS-XL-RR,FC-CMH,129,19,110,60,24,32,in stock,CMH-07-C
ZCRTW-LS-XL-T0,FC-MEM,67,4,63,120,48,7,low stock,MEM-28-D
ZCRTW-LS-XL-T0,FC-CLT,337,34,303,120,48,37,in stock,CLT-52-C
ZCRTW-LS-XL-T0,FC-SEA,225,35,190,120,48,25,in stock,SEA-35-E
ZCRTW-LS-XL-T0,FC-DFW,138,11,127,120,48,15,in stock,DFW-20-E
ZCRTW-LS-XL-T0,FC-EWR,560,82,478,120,48,62,in stock,EWR-08-B
ZCRTW-LS-XL-T0,FC-RNO,75,4,71,120,48,8,low stock,RNO-16-B
ZCRTW-LS-XL-T0,FC-CMH,347,30,317,120,48,38,in stock,CMH-28-B
ZCRTY-SS-S-B0,FC-MEM,127,21,106,80,32,21,in stock,MEM-47-B
ZCRTY-SS-S-B0,FC-CLT,3,0,3,80,32,0,critical,CLT-37-E
ZCRTY-SS-S-B0,FC-SEA,19,3,16,80,32,3,critical,SEA-49-A
ZCRTY-SS-S-B0,FC-DFW,115,2,113,80,32,19,in stock,DFW-38-B
ZCRTY-SS-S-B0,FC-EWR,303,35,268,80,32,50,in stock,EWR-60-E
ZCRTY-SS-S-B0,FC-RNO,8,0,8,80,32,1,critical,RNO-52-D
ZCRTY-SS-S-B0,FC-CMH,72,10,62,80,32,12,low stock,CMH-33-C
ZCRTY-SS-S-CS,FC-MEM,363,53,310,80,32,60,in stock,MEM-57-B
ZCRTY-SS-S-CS,FC-CLT,394,8,386,80,32,65,in stock,CLT-18-E
ZCRTY-SS-S-CS,FC-SEA,114,4,110,80,32,19,in stock,SEA-08-C
ZCRTY-SS-S-CS,FC-DFW,162,6,156,80,32,27,in stock,DFW-04-A
ZCRTY-SS-S-CS,FC-EWR,161,21,140,80,32,26,in stock,EWR-45-C
ZCRTY-SS-S-CS,FC-RNO,152,11,141,80,32,25,in stock,RNO-12-C
ZCRTY-SS-S-CS,FC-CMH,349,21,328,80,32,58,in stock,CMH-14-D
ZCRTY-LS-S-RR,FC-MEM,64,7,57,40,16,21,in stock,MEM-48-B
ZCRTY-LS-S-RR,FC-CLT,131,6,125,40,16,43,in stock,CLT-22-C
ZCRTY-LS-S-RR,FC-SEA,67,1,66,40,16,22,in stock,SEA-60-F
ZCRTY-LS-S-RR,FC-DFW,67,1,66,40,16,22,in stock,DFW-07-D
ZCRTY-LS-S-RR,FC-EWR,175,22,153,40,16,58,in stock,EWR-59-F
ZCRTY-LS-S-RR,FC-RNO,18,3,15,40,16,6,low stock,RNO-11-F
ZCRTY-LS-S-RR,FC-CMH,163,22,141,40,16,54,in stock,CMH-05-C
ZCRTY-LS-S-T0,FC-MEM,146,16,130,60,24,36,in stock,MEM-07-A
ZCRTY-LS-S-T0,FC-CLT,213,26,187,60,24,53,in stock,CLT-12-B
ZCRTY-LS-S-T0,FC-SEA,238,25,213,60,24,59,in stock,SEA-38-F
ZCRTY-LS-S-T0,FC-DFW,75,5,70,60,24,18,in stock,DFW-48-C
ZCRTY-LS-S-T0,FC-EWR,21,0,21,60,24,5,low stock,EWR-47-E
ZCRTY-LS-S-T0,FC-RNO,174,24,150,60,24,43,in stock,RNO-39-B
ZCRTY-LS-S-T0,FC-CMH,222,31,191,60,24,55,in stock,CMH-28-A
ZCRTY-SS-M-B0,FC-MEM,275,4,271,60,24,68,in stock,MEM-09-E
ZCRTY-SS-M-B0,FC-CLT,134,22,112,60,24,33,in stock,CLT-33-C
ZCRTY-SS-M-B0,FC-SEA,117,8,109,60,24,29,in stock,SEA-23-F
ZCRTY-SS-M-B0,FC-DFW,55,4,51,60,24,13,low stock,DFW-32-D
ZCRTY-SS-M-B0,FC-EWR,252,40,212,60,24,63,in stock,EWR-25-D
ZCRTY-SS-M-B0,FC-RNO,82,13,69,60,24,20,in stock,RNO-12-A
